wealth,age,education,socioeconomic
24801,40,9,14283
24811,65,11,752
24850,19,12,-23874
24850,73,14,14498
24850,45,12,-11328
24871,47,12,4278
24900,24,14,-49829
24900,65,9,40237
25000,34,17,72986
25000,30,13,4929
25000,29,11,-4188
25000,63,12,-3393
25000,30,16,122312
25000,63,12,12169
25000,23,14,-12228
25000,40,10,6964
25000,54,12,9870
25000,60,12,-7320
25000,32,12,54529
25000,27,13,16832
25000,33,14,50466
25000,44,17,14012
25000,45,16,48108
25000,31,12,43493
25000,32,17,144037
25000,26,12,-24896
25000,81,12,303
25000,41,12,-20
25000,71,11,-909
25000,39,11,121922
25000,66,17,88721
25000,53,12,-14038
25000,53,12,31960
25000,29,12,30014
25000,53,15,39820
25000,40,12,43454
25000,50,13,-5722
25000,44,12,-3180
25000,35,10,18017
25000,67,9,17699
25000,38,10,-696
25000,71,10,5886
25000,23,16,-21000
25000,40,12,39880
25000,51,12,37047
25000,80,12,5293
25000,28,16,37780
25000,28,17,22587
25000,24,13,16560
25000,35,17,27655
25000,45,17,22215
25000,92,8,-9470
25000,33,8,3713
25000,27,11,-3786
25000,54,15,62901
25000,42,12,29301
25000,41,12,36001
25000,47,14,44262
25000,40,12,38660
25000,37,12,22703
25000,43,12,32454
25000,56,12,75025
25000,27,12,58101
25000,53,10,10525
25000,26,13,-18048
25000,40,12,17939
25000,93,9,-9080
25000,37,12,55179
25000,28,10,79561
25000,51,12,-7180
25000,38,14,20972
25000,58,11,-7154
25000,32,16,9832
25000,35,16,83985
25000,37,16,94557
25000,44,16,22239
25000,30,17,88387
25000,43,12,25825
25000,24,15,22301
25000,63,9,14780
25000,74,16,14197
25000,37,17,62573
25000,27,12,22599
25000,44,12,-48461
25000,48,12,11156
25000,47,3,21375
25000,40,3,10806
25000,23,12,9310
25000,27,12,-9330
25000,31,12,17130
25000,26,12,-14122
25000,42,12,-11888
25000,23,10,30415
25000,27,16,-6404
25000,56,6,-26057
25000,46,0,-41055
25000,48,0,-41589
25000,50,0,-34050
25000,43,6,8517
25000,41,12,685
25000,31,12,20091
25000,32,11,-7285
25000,25,12,10607
25000,39,12,183458
25000,45,17,41350
25000,35,6,-28349
25000,40,6,3212
25000,43,12,34703
25000,70,6,10442
25000,27,10,59378
25000,33,14,22366
25000,30,7,4901
25000,34,13,41485
25000,33,13,14573
25000,42,14,9810
25000,70,10,-1481
25000,53,16,8345
25000,71,12,55933
25000,62,10,-3411
25000,38,12,-7414
25000,55,8,-10113
25000,31,12,4864
25000,58,11,22468
25000,49,12,14309
25000,54,12,-28442
25000,43,15,46888
25000,52,14,27014
25000,54,15,115312
25000,31,12,-33955
25000,31,13,25057
25000,46,12,13570
25000,57,12,-17471
25000,84,8,-1943
25000,67,5,-4961
25000,24,10,-34273
25000,48,12,11115
25000,63,14,-840
25000,35,15,19592
25000,60,12,3832
25000,49,13,-17188
25000,49,12,41212
25000,44,12,8329
25000,39,12,42715
25000,54,12,34632
25000,51,11,-9375
25000,45,11,-10971
25000,59,12,14
25000,52,11,8862
25000,31,12,38371
25000,51,12,3512
25000,44,17,92573
25000,27,17,802
25000,32,11,12507
25000,51,12,68274
25000,47,12,-28061
25000,45,12,6285
25000,53,11,-31576
25000,59,12,-19685
25000,50,11,51867
25000,43,13,5530
25000,45,14,3469
25000,30,14,-2274
25000,72,16,4039
25000,26,12,-13415
25000,30,13,85890
25000,51,11,-10911
25000,31,17,157986
25000,23,12,30898
25000,23,11,-19635
25000,43,11,16986
25000,46,11,-13656
25000,26,10,-20089
25000,49,12,-1698
25000,85,8,-11250
25000,87,8,-13979
25000,36,12,-48982
25000,31,10,-2271
25000,59,11,-14442
25000,59,12,-13758
25000,46,12,18521
25000,40,15,43192
25000,28,13,42234
25000,55,13,-15108
25000,49,12,6922
25000,36,14,-11454
25000,39,12,63892
25000,63,12,-1862
25000,28,12,28195
25000,77,14,35568
25000,46,12,-14020
25000,26,12,35367
25000,48,15,-35911
25000,35,13,14092
25000,37,13,-339
25000,62,12,17206
25000,46,12,86558
25000,27,9,-48391
25000,41,15,-4567
25000,51,14,-12398
25000,30,14,5832
25000,48,12,18117
25000,43,12,-5848
25000,49,14,25922
25000,53,10,23558
25000,25,15,-2315
25000,34,11,10638
25000,25,9,-18728
25000,46,13,-10048
25000,47,12,61357
25000,47,12,-20161
25000,23,12,10986
25000,55,11,54679
25000,59,11,23735
25000,36,12,-7288
25000,25,12,36553
25000,59,14,129908
25000,47,11,-21648
25000,61,15,32412
25000,22,14,10077
25000,33,17,96911
25000,62,12,-12523
25000,26,16,86532
25000,65,9,-3621
25000,57,16,19585
25000,30,16,24225
25001,42,13,-19168
25001,50,12,-639
25005,48,12,-19501
25010,30,12,35670
25010,64,11,-22280
25015,28,12,6775
25025,25,11,-1020
25030,45,12,208083
25040,42,8,-26135
25040,57,10,34090
25050,30,16,52647
25060,41,11,119681
25061,72,9,-19097
25100,41,12,47259
25100,33,11,-36539
25100,28,13,-10647
25100,33,12,12149
25100,25,14,23946
25100,51,12,6672
25100,59,10,-16204
25100,29,12,21479
25100,55,12,148803
25101,35,13,29762
25103,36,12,4838
25120,71,17,-8492
25130,39,12,-15843
25150,29,12,26955
25150,49,12,17198
25200,38,12,-24952
25200,31,15,56371
25200,27,16,30212
25200,45,12,25267
25200,42,12,59698
25200,32,16,23515
25200,61,11,115832
25200,50,10,50607
25200,37,12,1573
25200,57,12,-17814
25200,37,17,61988
25200,23,14,14425
25200,53,14,-10397
25250,62,13,49252
25250,58,12,5718
25260,67,12,-4919
25270,31,12,27160
25299,34,12,9740
25300,20,12,32549
25300,35,16,49832
25300,36,17,331892
25300,68,11,22995
25300,37,12,44560
25300,50,12,26248
25300,44,12,49428
25350,46,12,48182
25375,41,16,11113
25400,37,12,-14212
25400,41,16,20061
25400,32,15,3327
25400,47,12,89028
25400,22,13,12695
25400,61,12,99268
25400,59,12,-6633
25400,76,10,-12001
25400,28,11,14034
25425,55,16,82924
25450,68,11,33934
25470,37,16,-3820
25500,35,17,53905
25500,23,12,27518
25500,34,12,35073
25500,73,11,31244
25500,23,16,73180
25500,24,16,65367
25500,33,12,32371
25500,35,15,21897
25500,43,12,48963
25500,35,16,-13639
25500,28,16,70974
25500,42,11,-1152
25500,46,12,-9785
25500,33,6,-34161
25500,42,13,17684
25500,55,10,21013
25500,57,16,-5986
25500,33,10,-12726
25500,58,16,-12456
25500,48,10,6286
25500,34,14,-329
25500,42,12,-3712
25500,38,12,18278
25500,55,12,-7168
25500,37,11,-8701
25500,31,16,-605
25500,54,16,25202
25500,47,16,19278
25500,34,16,1010557
25500,26,12,-14826
25500,66,12,-7079
25500,52,13,13597
25500,34,16,-11773
25500,42,14,61429
25500,48,14,4528
25500,36,12,4405
25500,67,14,49032
25501,75,12,17155
25505,64,12,-5756
25540,39,11,37879
25550,35,12,15951
25552,63,9,-3954
25559,34,14,89577
25600,42,12,25504
25600,36,9,-25833
25600,63,12,-11538
25600,33,15,10829
25600,49,14,-389
25600,41,16,153269
25624,85,13,-808
25640,38,11,4880
25650,67,12,645
25660,65,12,36528
25672,27,16,46030
25693,20,12,4899
25700,36,16,40672
25700,22,12,8292
25700,55,12,7757
25700,24,12,15529
25700,67,10,13205
25700,46,14,315551
25700,47,15,50761
25700,51,12,4753
25700,24,13,48971
25725,66,13,-3387
25750,49,10,-8714
25750,40,12,27390
25750,31,16,-4496
25750,38,12,20812
25751,49,12,-2552
25800,31,14,59976
25800,48,12,9439
25800,52,14,72058
25800,35,12,-70
25800,29,13,5395
25800,34,14,-7098
25800,44,15,65172
25800,61,12,-6194
25800,76,5,-16670
25800,60,12,8488
25825,21,12,-15309
25846,43,13,1037
25900,26,12,77111
25900,33,16,82842
25900,78,16,-5041
25900,56,12,-30733
25900,46,14,8675
25900,70,13,13049
25900,23,17,12264
26000,23,12,-7576
26000,38,13,31832
26000,54,16,43729
26000,42,16,107475
26000,57,10,1872
26000,50,16,77560
26000,51,13,28772
26000,26,16,141593
26000,26,15,55309
26000,24,17,110902
26000,38,12,5698
26000,26,15,-2093
26000,24,12,-5088
26000,55,12,7969
26000,35,13,61675
26000,54,13,-2314
26000,58,12,-10263
26000,58,14,157329
26000,24,16,31902
26000,37,11,41633
26000,36,11,74973
26000,33,16,69785
26000,34,12,84118
26000,56,11,4569
26000,51,12,-16098
26000,50,12,33278
26000,52,12,30780
26000,39,14,11130
26000,27,9,-20564
26000,33,15,87067
26000,55,9,65042
26000,27,16,58569
26000,27,12,-451
26000,26,16,71758
26000,36,14,140783
26000,80,12,-13170
26000,41,12,47696
26000,35,11,90774
26000,28,11,22735
26000,28,16,119848
26000,26,16,136658
26000,35,16,55026
26000,26,12,65179
26000,43,14,41820
26000,33,16,71896
26000,35,12,42560
26000,52,12,-3731
26000,76,12,-4955
26000,53,11,26068
26000,29,13,44245
26000,41,16,74724
26000,39,16,136376
26000,59,6,23529
26000,31,12,106067
26000,21,14,-5892
26000,41,14,20832
26000,30,13,-31105
26000,26,13,18986
26000,28,13,17593
26000,45,17,149071
26000,62,6,-12785
26000,53,3,54355
26000,23,11,26952
26000,80,16,11521
26000,31,10,21750
26000,50,17,-6552
26000,31,17,136322
26000,28,16,56820
26000,47,8,13025
26000,59,13,39254
26000,22,12,72996
26000,36,14,-14785
26000,33,12,-3168
26000,51,8,-7417
26000,57,8,-9016
26000,30,12,-1691
26000,48,14,16847
26000,45,14,56265
26000,53,12,-18630
26000,52,12,5513
26000,32,14,35725
26000,36,12,2075
26000,38,12,3006
26000,25,14,-6814
26000,77,8,71019
26000,50,12,-22785
26000,47,13,-13962
26000,45,11,34578
26000,47,12,23681
26000,39,12,-4733
26000,50,13,-11510
26000,39,11,5904
26000,30,14,-25770
26000,33,11,-2593
26000,34,12,63561
26000,72,5,-10643
26000,25,13,47535
26000,30,12,10949
26000,55,14,-19522
26000,31,16,76797
26000,31,12,-5754
26000,67,12,11307
26000,37,16,-13733
26000,36,11,-35855
26000,42,14,16962
26000,19,11,9599
26000,28,11,48249
26000,47,12,2267
26000,52,12,16472
26000,34,11,7276
26000,41,16,79619
26000,44,12,30729
26000,52,11,-11814
26001,32,12,660
26006,40,15,37816
26009,79,16,-3739
26016,41,17,56014
26025,32,12,23361
26032,46,16,20590
26085,64,12,-22788
26100,24,16,20764
26100,40,12,10555
26100,49,12,16397
26100,33,15,-5815
26120,52,13,-10307
26150,56,12,57472
26150,32,17,37210
26200,60,14,-8584
26200,73,9,-6260
26200,31,12,-11335
26200,28,12,80748
26200,25,10,-2189
26200,45,14,198
26200,40,10,34597
26200,51,5,46085
26200,38,12,43844
26200,54,15,-2090
26200,51,14,30832
26230,34,12,4898
26300,29,13,43112
26300,64,13,35703
26300,49,4,-21436
26300,29,11,-24580
26300,26,12,18304
26300,21,10,43467
26300,25,14,45269
26300,57,12,-5586
26330,41,12,130542
26350,50,17,4001
26350,66,12,-7508
26400,48,11,15679
26400,27,14,-3628
26400,65,14,815
26400,50,10,18
26400,37,12,5599
26400,53,13,51401
26410,49,17,8712
26500,23,13,26672
26500,57,11,-4830
26500,42,13,19986
26500,29,11,117966
26500,28,17,26002
26500,29,12,-16575
26500,44,11,-11356
26500,48,12,17401
26500,39,12,47430
26500,45,14,-29275
26500,25,13,-4598
26500,48,0,-4160
26500,33,12,10777
26500,36,16,40713
26500,88,13,7797
26500,57,13,-6244
26500,27,9,15010
26500,29,9,-41737
26500,40,12,-16290
26500,48,16,29615
26500,28,11,14424
26500,51,14,71829
26500,29,10,26014
26500,44,14,-7529
26500,41,17,22604
26500,24,13,93249
26500,27,12,20832
26500,57,14,11882
26510,23,12,-11193
26550,40,11,143186
26586,22,14,13987
26600,32,12,-26661
26600,34,12,79467
26600,26,17,52140
26600,38,12,3245
26600,27,14,-11143
26600,46,16,24531
26600,31,14,-11586
26601,40,14,20980
26700,26,11,46882
26700,32,16,54770
26700,29,12,5800
26700,35,14,-1117
26700,36,14,88272
26700,65,14,4651
26750,34,12,40686
26800,37,14,51406
26800,28,12,91525
26800,43,12,90113
26800,40,14,39937
26800,54,12,66788
26800,61,15,11844
26800,37,13,25410
26800,60,12,49667
26800,23,12,13426
26800,30,11,-3523
26800,58,15,-10748
26800,31,15,20310
26808,45,12,44940
26835,46,13,7291
26900,30,14,17446
26900,46,12,-10010
26900,30,14,12097
26900,66,15,28929
26900,45,12,53313
26900,44,12,86292
26932,61,17,59661
26950,67,14,85211
27000,68,14,11095
27000,32,13,25826
27000,34,13,76548
27000,27,17,61832
27000,30,14,31140
27000,37,14,165972
27000,28,12,30215
27000,42,15,61049
27000,37,12,41012
27000,73,11,24038
27000,44,13,6541
27000,57,12,44802
27000,41,16,123426
27000,29,12,14364
27000,33,15,73527
27000,35,12,-12101
27000,50,12,-5617
27000,58,13,-6859
27000,26,12,1901
27000,38,12,30597
27000,55,17,47415
27000,43,11,-14392
27000,23,16,38265
27000,60,13,22424
27000,40,16,89025
27000,42,10,-14973
27000,26,14,67014
27000,41,12,11537
27000,28,16,228772
27000,42,12,61980
27000,32,17,78174
27000,22,12,19480
27000,29,9,-13073
27000,37,12,-3627
27000,25,11,-6840
27000,24,12,1832
27000,30,16,91710
27000,32,13,29233
27000,33,14,123167
27000,35,12,90301
27000,33,17,167417
27000,47,11,37967
27000,45,10,36278
27000,35,9,-12250
27000,28,12,59091
27000,25,16,51832
27000,29,12,21146
27000,38,12,597
27000,26,14,-8651
27000,30,15,8901
27000,69,13,-16001
27000,26,11,8949
27000,48,6,-27612
27000,27,11,-54169
27000,20,12,8990
27000,33,12,15283
27000,45,6,1585
27000,46,12,-27491
27000,29,13,-44279
27000,53,6,14967
27000,88,16,2191
27000,32,16,20682
27000,24,12,80320
27000,38,12,144784
27000,22,12,18127
27000,51,13,46199
27000,54,12,14637
27000,34,12,22556
27000,26,12,12078
27000,31,12,19585
27000,51,14,60504
27000,47,17,55604
27000,71,12,45112
27000,47,12,45682
27000,62,13,37005
27000,44,10,12891
27000,47,8,9344
27000,50,14,12278
27000,38,17,70026
27000,46,12,-14663
27000,42,11,-11401
27000,57,14,49171
27000,55,14,2932
27000,56,16,-18951
27000,39,12,-374
27000,55,15,-12057
27000,39,12,37763
27000,31,14,17359
27000,28,15,58901
27000,75,12,-8921
27000,58,12,27492
27000,48,12,2992
27000,42,12,16724
27000,26,14,-41286
27000,71,11,6485
27000,64,7,-2598
27000,46,14,44576
27000,41,12,28980
27000,34,17,33640
27000,21,16,-20714
27000,26,16,44626
27000,32,14,70749
27000,36,14,7215
27000,31,16,53808
27000,56,14,9567
27000,44,11,-18993
27000,48,12,25215
27000,30,17,40360
27000,22,12,16278
27000,66,12,28826
27000,58,17,-19048
27000,31,17,77225
27000,37,16,69489
27000,37,12,35227
27000,49,12,-7403
27000,45,12,45573
27001,24,12,16929
27001,47,9,-21060
27023,55,12,62892
27054,24,12,95258
27090,30,17,116207
27100,32,12,43940
27100,40,12,44587
27100,47,14,7115
27100,24,17,18422
27100,31,16,30441
27100,49,14,61902
27101,36,15,-2238
27101,35,13,49274
27183,43,12,19585
27200,41,16,29510
27200,30,16,3394
27200,47,10,13254
27200,65,10,-632
27200,55,16,40385
27200,31,12,35881
27200,46,13,99240
27200,38,17,65890
27200,37,12,6179
27200,46,14,31672
27208,43,17,20902
27220,27,14,-23708
27250,40,12,-545
27250,54,14,-2828
27300,24,16,13052
27300,30,14,22040
27300,66,11,-6576
27300,49,17,51329
27348,64,9,6219
27400,37,12,77036
27400,53,12,20747
27400,41,12,43506
27400,20,14,27401
27400,23,13,85940
27400,28,15,16177
27400,34,17,71692
27400,22,16,16510
27450,34,14,40382
27500,32,16,84170
27500,27,16,142529
27500,56,12,34212
27500,39,17,-1818
27500,29,14,30967
27500,47,11,-999
27500,24,11,52773
27500,50,12,59467
27500,66,5,25583
27500,47,13,60206
27500,26,17,33062
27500,22,14,20979
27500,34,14,58426
27500,35,17,51561
27500,52,0,-18966
27500,33,12,9310
27500,46,10,-10450
27500,51,16,30368
27500,79,9,40362
27500,25,15,22215
27500,27,16,63112
27500,42,16,-6224
27500,38,12,-4822
27500,39,14,25724
27500,45,12,110119
27500,48,16,25216
27501,41,12,28450
27501,25,14,43762
27520,35,13,21129
27530,53,9,6414
27550,40,12,42580
27600,34,12,4996
27600,41,12,17680
27600,37,3,-27768
27600,25,10,7871
27600,45,10,-20774
27600,48,12,-7722
27624,20,12,25952
27664,37,14,12597
27666,23,16,-2794
27680,48,12,23901
27700,63,11,-11780
27700,34,11,-7321
27700,21,12,48068
27700,50,16,38265
27700,24,13,36371
27700,29,14,64748
27779,54,11,15025
27800,52,12,-4396
27800,49,14,41063
27800,22,16,71658
27800,33,16,13581
27800,29,17,56690
27800,50,13,41943
27800,55,16,-20986
27800,32,14,218927
27800,40,13,27329
27800,48,12,89128
27800,31,14,51329
27800,61,12,-16267
27800,26,12,96016
27800,32,11,100312
27800,76,15,-18786
27850,25,12,24776
27866,48,8,-6116
27950,27,14,10715
28000,59,11,28933
28000,40,13,125625
28000,75,12,84928
28000,29,14,2526
28000,56,14,8143
28000,57,12,-21095
28000,25,16,69329
28000,35,14,-19118
28000,46,13,40419
28000,33,13,87215
28000,51,12,11687
28000,27,16,58582
28000,36,15,32064
28000,26,14,74267
28000,33,12,67498
28000,57,12,29339
28000,29,15,43695
28000,32,11,20859
28000,44,15,55869
28000,53,14,70505
28000,36,12,11480
28000,57,12,16801
28000,24,17,92986
28000,44,12,37278
28000,42,17,73210
28000,33,12,70828
28000,46,14,4313
28000,36,8,246
28000,59,12,17739
28000,41,12,62713
28000,29,17,77215
28000,82,12,9104
28000,36,14,19713
28000,89,15,9639
28000,82,11,21001
28000,38,16,40828
28000,31,12,42560
28000,86,16,93913
28000,45,6,6048
28000,21,12,16278
28000,40,15,71091
28000,67,9,18861
28000,53,7,16199
28000,23,16,56558
28000,25,16,20248
28000,33,14,-5094
28000,38,0,-9750
28000,74,16,118994
28000,51,12,-4690
28000,27,13,-49829
28000,25,12,34890
28000,29,11,-11074
28000,37,16,7091
28000,40,12,68295
28000,39,12,44664
28000,36,12,88578
28000,37,12,32529
28000,38,13,43658
28000,38,10,70680
28000,33,16,110267
28000,34,15,88587
28000,51,14,79329
28000,53,12,38829
28000,51,10,-1383
28000,46,13,6612
28000,41,11,-20667
28000,42,12,-1515
28000,36,14,72629
28000,36,12,11560
28000,34,12,-11974
28000,44,11,40882
28000,33,17,113708
28000,28,11,15295
28000,29,13,23786
28000,28,14,17302
28000,31,12,30668
28000,49,12,-1722
28000,39,14,6831
28000,30,16,60885
28000,33,17,79067
28000,29,11,1279
28000,37,15,39906
28000,50,11,101871
28000,32,15,-32565
28000,66,12,7930
28000,43,12,31278
28000,46,12,81271
28000,28,11,9515
28000,28,12,-13710
28000,43,15,-8682
28000,37,11,13055
28000,66,12,10219
28000,51,12,-23099
28000,52,11,15058
28000,53,11,-442
28000,23,14,64608
28000,55,11,-9931
28000,32,12,13443
28000,26,14,32262
28000,27,13,25056
28000,46,14,43167
28000,27,16,9842
28001,43,13,7491
28050,65,12,8256
28072,45,15,68025
28100,26,14,-25808
28100,37,12,41776
28100,52,13,102925
28100,49,17,-17568
28100,29,13,3999
28109,39,16,117362
28117,42,17,13103
28150,51,12,41302
28162,48,16,27330
28180,35,16,-25701
28200,21,12,27802
28200,28,17,32821
28200,43,10,23868
28200,43,10,15820
28200,26,12,25267
28200,50,11,1340
28200,55,12,17230
28200,40,13,13670
28200,41,12,34278
28200,55,14,14071
28224,49,12,34591
28250,23,13,68473
28250,20,12,651
28292,48,16,7500
28300,57,12,17278
28300,44,14,52213
28300,48,15,141040
28300,39,16,9750
28300,46,12,-10500
28300,56,17,51978
28300,64,12,-18247
28300,29,15,23079
28300,57,12,17332
28300,25,17,26214
28300,39,14,2108
28305,31,12,-8592
28350,36,17,22265
28351,50,12,1771
28400,41,13,28206
28400,39,10,-6180
28400,35,12,35807
28400,53,9,20611
28400,24,13,5295
28400,65,12,13025
28430,37,0,-46345
28460,30,11,14734
28500,27,16,68081
28500,67,13,24144
28500,34,16,91091
28500,44,13,12309
28500,54,17,35489
28500,34,13,60812
28500,32,12,67426
28500,49,12,10572
28500,24,12,30329
28500,28,14,9412
28500,28,12,42179
28500,37,12,67812
28500,33,9,23280
28500,24,16,47194
28500,89,9,-7585
28500,44,12,19995
28500,35,13,247069
28500,47,12,60005
28500,83,16,15213
28500,26,16,134030
28500,41,14,38419
28500,41,12,40091
28500,30,16,85949
28500,35,12,7857
28500,35,11,-17279
28500,23,15,82973
28500,82,12,819
28500,79,14,30729
28500,60,12,11015
28500,54,14,84068
28500,56,10,-8699
28500,48,11,11714
28500,33,16,10928
28500,26,15,98517
28500,30,10,54200
28501,36,14,21379
28553,61,12,13541
28600,29,14,16321
28600,37,14,6040
28600,27,17,60902
28600,71,12,-401
28600,45,12,67486
28600,30,16,-20996
28600,45,12,-5403
28700,52,13,-523
28700,46,12,8597
28700,55,14,4932
28700,30,17,11834
28700,41,14,9976
28700,34,17,59248
28750,47,13,44190
28800,54,16,22854
28800,53,12,39674
28800,50,11,7607
28800,28,10,-2490
28800,34,12,2320
28800,37,14,-38725
28800,40,14,94588
28800,24,12,70688
28820,32,14,32558
28900,36,17,20014
28900,49,12,29668
28900,27,12,46921
28900,53,12,6558
28900,49,12,-8986
28900,29,15,-4839
28900,47,12,26012
28970,46,12,5544
28985,29,16,25789
29000,26,15,60075
29000,31,14,8610
29000,53,17,255362
29000,48,12,9659
29000,26,12,101398
29000,39,16,61734
29000,50,15,38027
29000,49,15,92699
29000,48,12,86392
29000,28,16,112848
29000,24,16,87759
29000,42,16,45977
29000,23,12,22271
29000,34,9,34560
29000,59,12,-1055
29000,25,17,110982
29000,53,16,-18722
29000,31,12,60822
29000,75,12,5430
29000,26,10,34292
29000,50,14,-5435
29000,35,17,67992
29000,35,17,120412
29000,69,11,19268
29000,21,11,95025
29000,29,13,1852
29000,64,12,762
29000,29,9,31092
29000,34,12,56560
29000,63,12,500
29000,20,12,6399
29000,47,10,36820
29000,29,17,41921
29000,23,12,-34
29000,45,12,43045
29000,52,14,19326
29000,41,14,32534
29000,55,12,30930
29000,56,14,47303
29000,59,17,-21713
29000,40,6,24760
29000,35,12,105672
29000,31,12,27940
29000,27,16,7119
29000,50,8,11056
29000,31,12,15295
29000,32,15,20980
29000,44,16,249
29000,41,12,39213
29000,61,12,13921
29000,47,12,68955
29000,29,15,15926
29000,52,11,-2589
29000,37,12,117619
29000,39,14,30493
29000,41,12,43213
29000,60,7,-3109
29000,41,16,-6634
29000,61,17,40711
29000,26,12,29025
29000,33,12,8977
29000,23,12,2091
29000,48,12,50163
29000,59,17,47967
29000,85,9,-8788
29000,74,12,-9688
29000,35,13,-18710
29000,48,12,980
29000,49,16,-986
29000,61,12,-9947
29000,33,15,-3014
29000,31,13,102672
29000,30,14,68332
29000,29,16,12161
29000,41,12,46025
29000,41,13,3099
29000,70,12,28708
29000,60,12,-10951
29000,52,13,59482
29000,67,10,12906
29000,47,12,32060
29000,33,12,65561
29000,45,12,-27629
29000,48,14,46892
29000,38,12,40910
29000,22,16,31749
29001,60,11,29128
29010,47,12,32885
29050,27,14,63784
29050,41,12,-12908
29050,50,13,29143
29057,38,12,17306
29085,26,14,-2155
29097,39,16,95612
29100,37,14,43407
29100,65,16,59776
29100,33,15,135712
29100,30,12,31291
29200,26,12,-534
29200,48,13,-2580
29200,28,16,7186
29200,30,17,31454
29200,40,12,-2355
29200,37,15,46571
29250,54,12,-8196
29250,27,14,10978
29300,29,11,22114
29300,38,12,-673
29300,26,16,32637
29300,25,13,34939
29300,53,15,11558
29338,21,13,9278
29344,28,12,45651
29400,54,12,5820
29400,71,13,-3746
29400,67,12,58213
29400,24,14,-8391
29400,29,14,43890
29450,65,12,127183
29500,42,17,16173
29500,44,15,42894
29500,27,15,47117
29500,43,16,57372
29500,60,16,12405
29500,32,12,29332
29500,27,13,53633
29500,26,16,52922
29500,27,17,151922
29500,22,13,-4401
29500,42,14,133851
29500,39,16,81924
29500,62,13,134293
29500,24,16,41288
29500,38,12,35607
29500,58,12,172084
29500,49,13,2391
29500,39,16,41171
29500,35,15,78826
29500,38,17,26663
29500,46,17,42435
29500,63,17,70610
29500,50,11,-942
29500,66,11,23522
29500,26,16,30495
29500,27,16,79312
29500,63,13,-2295
29500,41,11,9585
29500,24,12,-6789
29505,25,12,15942
29520,63,14,42567
29526,34,12,-18566
29565,44,12,35249
29567,28,12,19632
29599,70,11,-9973
29600,24,11,27916
29600,44,12,347
29600,30,12,88159
29600,59,15,93386
29600,42,14,33812
29600,72,15,5912
29600,38,12,-10505
29600,28,14,67708
29600,53,14,65862
29630,41,12,36106
29677,41,13,67047
29700,49,12,71176
29700,31,16,73762
29700,52,11,29986
29700,50,17,-12114
29700,33,14,20558
29700,51,16,25278
29700,29,12,1952
29700,59,12,31529
29701,30,16,69355
29750,26,13,34921
29768,52,11,21399
29800,40,12,23412
29800,31,12,50091
29800,61,12,-16456
29800,62,16,15624
29800,27,12,38480
29800,22,16,108787
29800,25,13,64601
29800,71,12,21383
29900,64,13,-2879
29900,28,13,80786
29900,23,14,1765
29900,61,16,-9944
29900,53,12,-3806
29900,51,12,6540
29906,50,11,24756
29914,30,13,-40596
29950,50,9,-17093
29950,28,12,34850
30000,22,16,30672
30000,68,11,27216
30000,62,12,43679
30000,47,16,362501
30000,28,16,87529
30000,50,12,34963
30000,80,14,721
30000,21,14,-8580
30000,31,14,-11785
30000,28,16,72731
30000,25,12,41479
30000,33,12,-19019
30000,53,11,-11882
30000,52,13,85196
30000,62,15,73266
30000,39,16,71295
30000,52,14,66267
30000,31,16,250163
30000,55,14,37614
30000,41,14,49001
30000,49,12,-10898
30000,53,12,-12093
30000,23,15,55032
30000,47,13,31958
30000,35,16,12940
30000,30,14,25225
30000,52,14,160394
30000,81,12,11498
30000,38,14,65058
30000,84,17,8689
30000,23,16,63722
30000,29,16,117010
30000,77,9,11085
30000,85,8,-5548
30000,32,16,22438
30000,27,12,14593
30000,33,12,15514
30000,36,12,81036
30000,24,17,14156
30000,64,11,-18228
30000,67,11,-16300
30000,58,14,6433
30000,85,12,-21295
30000,88,9,-6955
30000,90,9,35830
30000,49,12,28672
30000,30,16,20973
30000,25,11,95940
30000,23,12,40495
30000,23,12,13913
30000,60,14,77414
30000,47,13,23320
30000,20,14,54952
30000,27,16,36892
30000,41,12,227267
30000,82,15,10052
30000,85,12,13017
30000,48,12,28025
30000,68,7,7745
30000,90,8,-7687
30000,34,11,78697
30000,22,14,22587
30000,32,12,70973
30000,56,12,-3897
30000,25,16,5872
30000,47,17,49495
30000,49,17,42392
30000,65,11,830
30000,27,16,87329
30000,40,13,-610
30000,41,12,8693
30000,35,10,-8893
30000,69,12,14418
30000,51,12,44329
30000,39,14,60007
30000,29,12,9581
30000,31,16,97479
30000,39,17,111382
30000,31,9,-20986
30000,94,12,10897
30000,26,12,29607
30000,30,14,106687
30000,34,16,71367
30000,31,14,49262
30000,53,12,3820
30000,29,12,64597
30000,60,12,-17625
30000,33,12,14278
30000,25,17,21951
30000,22,12,4733
30000,44,12,-7958
30000,38,12,-25423
30000,34,11,47054
30000,26,12,-6430
30000,61,16,140771
30000,65,9,20613
30000,48,16,2186
30000,45,12,41334
30000,56,16,-4732
30000,37,14,32542
30000,34,14,28789
30000,80,14,46976
30000,39,14,-4787
30000,56,16,91832
30000,35,16,14097
30000,32,12,39310
30000,40,12,2461
30000,34,12,-7357
30000,56,14,21190
30000,50,0,-17032
30000,77,9,96074
30000,27,10,-3909
30000,51,16,16991
30000,39,14,-27584
30000,69,0,8261
30000,69,0,-11225
30000,31,12,65329
30000,51,6,-173
30000,47,6,100006
30000,29,15,-4664
30000,28,17,41115
30000,51,17,-7810
30000,42,16,662813
